SeqName	EPI_ISL	IsolateName	CollectionDate	Country	State	Place	decDate
USA|MI-CDC-ASC210055257|EPI_ISL_1995741|B.1.1.519|2021-04-09	EPI_ISL_1995741	MI-CDC-ASC210055257	2021-04-09	North America	USA	Michigan	2021.26849315068
USA|AZ-ASU5068|EPI_ISL_2007188|B.1.1.519|2021-04-22	EPI_ISL_2007188	AZ-ASU5068	2021-04-22	North America	USA	Arizona	2021.30410958904
USA|HI-H211967|EPI_ISL_2007873|B.1.1.519|2021-04-16	EPI_ISL_2007873	HI-H211967	2021-04-16	North America	USA	Hawaii	2021.28767123288
USA|HI-H212006|EPI_ISL_2007889|B.1.1.519|2021-04-16	EPI_ISL_2007889	HI-H212006	2021-04-16	North America	USA	Hawaii	2021.28767123288
USA|HI-H212066|EPI_ISL_2007971|B.1.1.519|2021-04-15	EPI_ISL_2007971	HI-H212066	2021-04-15	North America	USA	Hawaii	2021.28493150685
USA|MA-MASPHL-03415|EPI_ISL_2008392|B.1.1.519|2021-04-20	EPI_ISL_2008392	MA-MASPHL-03415	2021-04-20	North America	USA	Massachusetts	2021.29863013699
USA|FL-BPHL-2787|EPI_ISL_2008801|B.1.1.519|2021-04-18	EPI_ISL_2008801	FL-BPHL-2787	2021-04-18	North America	USA	Florida	2021.29315068493
USA|AK-PHL8505|EPI_ISL_2008993|B.1.1.519|2021-04-01	EPI_ISL_2008993	AK-PHL8505	2021-04-01	North America	USA	Alaska	2021.24657534247
USA|AK-PHL8493|EPI_ISL_2008999|B.1.1.519|2021-04-19	EPI_ISL_2008999	AK-PHL8493	2021-04-19	North America	USA	Alaska	2021.29589041096
USA|AK-PHL8514|EPI_ISL_2009007|B.1.1.519|2021-05-01	EPI_ISL_2009007	AK-PHL8514	2021-05-01	North America	USA	Alaska	2021.32876712329
USA|AK-PHL8515|EPI_ISL_2009008|B.1.1.519|2021-05-01	EPI_ISL_2009008	AK-PHL8515	2021-05-01	North America	USA	Alaska	2021.32876712329
USA|AK-PHL8527|EPI_ISL_2009014|B.1.1.519|2021-04-30	EPI_ISL_2009014	AK-PHL8527	2021-04-30	North America	USA	Alaska	2021.32602739726
USA|FL-CDC-STM-000060950|EPI_ISL_2010101|B.1.1.519|2021-04-20	EPI_ISL_2010101	FL-CDC-STM-000060950	2021-04-20	North America	USA	Florida	2021.29863013699
USA|WA-S7100|EPI_ISL_2011516|B.1.1.519|2021-04-17	EPI_ISL_2011516	WA-S7100	2021-04-17	North America	USA	Washington	2021.2904109589
USA|WA-S7107|EPI_ISL_2011525|B.1.1.519|2021-04-19	EPI_ISL_2011525	WA-S7107	2021-04-19	North America	USA	Washington	2021.29589041096
USA|WA-S7113|EPI_ISL_2011534|B.1.1.519|2021-04-19	EPI_ISL_2011534	WA-S7113	2021-04-19	North America	USA	Washington	2021.29589041096
USA|WA-S7125|EPI_ISL_2011549|B.1.1.519|2021-04-21	EPI_ISL_2011549	WA-S7125	2021-04-21	North America	USA	Washington	2021.30136986301
USA|WA-S7180|EPI_ISL_2011621|B.1.1.519|2021-04-21	EPI_ISL_2011621	WA-S7180	2021-04-21	North America	USA	Washington	2021.30136986301
USA|MN-CDC-IBX441648581419|EPI_ISL_2013110|B.1.1.519|2021-04-05	EPI_ISL_2013110	MN-CDC-IBX441648581419	2021-04-05	North America	USA	Minnesota	2021.25753424658
USA|MN-CDC-IBX629614377194|EPI_ISL_2013446|B.1.1.519|2021-04-07	EPI_ISL_2013446	MN-CDC-IBX629614377194	2021-04-07	North America	USA	Minnesota	2021.26301369863
USA|MN-CDC-IBX201854777964|EPI_ISL_2013600|B.1.1.519|2021-04-07	EPI_ISL_2013600	MN-CDC-IBX201854777964	2021-04-07	North America	USA	Minnesota	2021.26301369863
USA|MN-CDC-IBX144339178381|EPI_ISL_2013864|B.1.1.519|2021-04-12	EPI_ISL_2013864	MN-CDC-IBX144339178381	2021-04-12	North America	USA	Minnesota	2021.27671232877
USA|MN-CDC-IBX576460977333|EPI_ISL_2014207|B.1.1.519|2021-04-11	EPI_ISL_2014207	MN-CDC-IBX576460977333	2021-04-11	North America	USA	Minnesota	2021.27397260274
USA|MN-CDC-IBX775657695663|EPI_ISL_2014255|B.1.1.519|2021-04-12	EPI_ISL_2014255	MN-CDC-IBX775657695663	2021-04-12	North America	USA	Minnesota	2021.27671232877
USA|MN-CDC-IBX161241254887|EPI_ISL_2014359|B.1.1.519|2021-04-14	EPI_ISL_2014359	MN-CDC-IBX161241254887	2021-04-14	North America	USA	Minnesota	2021.28219178082
USA|MN-CDC-IBX386421503028|EPI_ISL_2014412|B.1.1.519|2021-04-12	EPI_ISL_2014412	MN-CDC-IBX386421503028	2021-04-12	North America	USA	Minnesota	2021.27671232877
USA|MN-CDC-IBX793470302001|EPI_ISL_2014759|B.1.1.519|2021-04-13	EPI_ISL_2014759	MN-CDC-IBX793470302001	2021-04-13	North America	USA	Minnesota	2021.27945205479
USA|MA-CDCBI-CRSP_02684|EPI_ISL_2016399|B.1.1.519|2021-04-19	EPI_ISL_2016399	MA-CDCBI-CRSP_02684	2021-04-19	North America	USA	Massachusetts	2021.29589041096
USA|MA-CDCBI-CRSP_02742|EPI_ISL_2016434|B.1.1.519|2021-04-19	EPI_ISL_2016434	MA-CDCBI-CRSP_02742	2021-04-19	North America	USA	Massachusetts	2021.29589041096
Spain|CT-HUB00598|EPI_ISL_2017664|B.1.1.519|2021-04-23	EPI_ISL_2017664	CT-HUB00598	2021-04-23	Europe	Spain	Catalunya	2021.30684931507
USA|SD-CDC-2-4307105|EPI_ISL_2018209|B.1.1.519|2021-04-18	EPI_ISL_2018209	SD-CDC-2-4307105	2021-04-18	North America	USA	South Dakota	2021.29315068493
USA|WI-WSLH-213878|EPI_ISL_2018602|B.1.1.519|2021-04-08	EPI_ISL_2018602	WI-WSLH-213878	2021-04-08	North America	USA	Wisconsin	2021.26575342466
USA|WI-WSLH-213894|EPI_ISL_2018618|B.1.1.519|2021-04-06	EPI_ISL_2018618	WI-WSLH-213894	2021-04-06	North America	USA	Wisconsin	2021.2602739726
USA|WA-CDC-UW21042567907|EPI_ISL_2020982|B.1.1.519|2021-04-25	EPI_ISL_2020982	WA-CDC-UW21042567907	2021-04-25	North America	USA	Washington	2021.31232876712
USA|UT-UPHL-2104024153|EPI_ISL_2023239|B.1.1.519|2021-02-19	EPI_ISL_2023239	UT-UPHL-2104024153	2021-02-19	North America	USA	Utah	2021.13424657534
USA|UT-UPHL-2104305326|EPI_ISL_2023249|B.1.1.519|2021-02-19	EPI_ISL_2023249	UT-UPHL-2104305326	2021-02-19	North America	USA	Utah	2021.13424657534
Mexico|SIN_CIAD_S6653|EPI_ISL_2026396|B.1.1.519|2021-04-27	EPI_ISL_2026396	SIN_CIAD_S6653	2021-04-27	North America	Mexico	Sinaloa	2021.31780821918
Mexico|SIN_CIAD_HJ1458|EPI_ISL_2026402|B.1.1.519|2021-04-14	EPI_ISL_2026402	SIN_CIAD_HJ1458	2021-04-14	North America	Mexico	Sinaloa	2021.28219178082
Mexico|SIN_CIAD_ID2087|EPI_ISL_2026406|B.1.1.519|2021-03-31	EPI_ISL_2026406	SIN_CIAD_ID2087	2021-03-31	North America	Mexico	Sinaloa	2021.24383561644
Mexico|SIN_CIAD_S6526|EPI_ISL_2026429|B.1.1.519|2021-04-09	EPI_ISL_2026429	SIN_CIAD_S6526	2021-04-09	North America	Mexico	Sinaloa	2021.26849315068
Mexico|SIN_CIAD_HJ1491|EPI_ISL_2026440|B.1.1.519|2021-04-19	EPI_ISL_2026440	SIN_CIAD_HJ1491	2021-04-19	North America	Mexico	Sinaloa	2021.29589041096
Mexico|SIN_CIAD_S6468|EPI_ISL_2026444|B.1.1.519|2021-04-06	EPI_ISL_2026444	SIN_CIAD_S6468	2021-04-06	North America	Mexico	Sinaloa	2021.2602739726
Mexico|SIN_CIAD_HJ1502|EPI_ISL_2026452|B.1.1.519|2021-04-19	EPI_ISL_2026452	SIN_CIAD_HJ1502	2021-04-19	North America	Mexico	Sinaloa	2021.29589041096
Mexico|SIN_CIAD_S6634|EPI_ISL_2026456|B.1.1.519|2021-04-23	EPI_ISL_2026456	SIN_CIAD_S6634	2021-04-23	North America	Mexico	Sinaloa	2021.30684931507
Netherlands|LI-MUMC-1802|EPI_ISL_2030458|B.1.1.519|2021-02-09	EPI_ISL_2030458	LI-MUMC-1802	2021-02-09	Europe	Netherlands	Limburg	2021.10684931507
USA|WA-UW-21042221805|EPI_ISL_2031315|B.1.1.519|2021-04-22	EPI_ISL_2031315	WA-UW-21042221805	2021-04-22	North America	USA	Washington	2021.30410958904
USA|WA-UW-21042167112|EPI_ISL_2031548|B.1.1.519|2021-04-21	EPI_ISL_2031548	WA-UW-21042167112	2021-04-21	North America	USA	Washington	2021.30136986301
USA|WA-UW-21042248433|EPI_ISL_2031572|B.1.1.519|2021-04-22	EPI_ISL_2031572	WA-UW-21042248433	2021-04-22	North America	USA	Washington	2021.30410958904
USA|WA-UW-21042265397|EPI_ISL_2031584|B.1.1.519|2021-04-22	EPI_ISL_2031584	WA-UW-21042265397	2021-04-22	North America	USA	Washington	2021.30410958904
USA|ID-IBL-724651|EPI_ISL_2031607|B.1.1.519|2021-04-16	EPI_ISL_2031607	ID-IBL-724651	2021-04-16	North America	USA	Idaho	2021.28767123288
USA|AZ-CDC-LC0056223|EPI_ISL_2046600|B.1.1.519|2021-04-30	EPI_ISL_2046600	AZ-CDC-LC0056223	2021-04-30	North America	USA	Arizona	2021.32602739726
USA|CA-CDC-ASC210055570|EPI_ISL_2035151|B.1.1.519|2021-04-10	EPI_ISL_2035151	CA-CDC-ASC210055570	2021-04-10	North America	USA	California	2021.27123287671
USA|ID-CDC-ASC210069481|EPI_ISL_2035233|B.1.1.519|2021-04-09	EPI_ISL_2035233	ID-CDC-ASC210069481	2021-04-09	North America	USA	Idaho	2021.26849315068
USA|MO-MSPHL-001075|EPI_ISL_2035619|B.1.1.519|2021-04-20	EPI_ISL_2035619	MO-MSPHL-001075	2021-04-20	North America	USA	Missouri	2021.29863013699
USA|WA-UW-21042315197|EPI_ISL_2037647|B.1.1.519|2021-04-23	EPI_ISL_2037647	WA-UW-21042315197	2021-04-23	North America	USA	Washington	2021.30684931507
USA|FL-CDC-FG-023372|EPI_ISL_2037719|B.1.1.519|2021-04-07	EPI_ISL_2037719	FL-CDC-FG-023372	2021-04-07	North America	USA	Florida	2021.26301369863
USA|CA-CDC-FG-024235|EPI_ISL_2038469|B.1.1.519|2021-04-15	EPI_ISL_2038469	CA-CDC-FG-024235	2021-04-15	North America	USA	California	2021.28493150685
USA|CA-CDC-FG-024349|EPI_ISL_2038505|B.1.1.519|2021-04-15	EPI_ISL_2038505	CA-CDC-FG-024349	2021-04-15	North America	USA	California	2021.28493150685
USA|CA-CDC-FG-024648|EPI_ISL_2038607|B.1.1.519|2021-04-17	EPI_ISL_2038607	CA-CDC-FG-024648	2021-04-17	North America	USA	California	2021.2904109589
USA|KY-KSPHL-100405|EPI_ISL_2039208|B.1.1.519|2021-03-30	EPI_ISL_2039208	KY-KSPHL-100405	2021-03-30	North America	USA	Kentucky	2021.24109589041
USA|CA-CDC-ASC210073331|EPI_ISL_2039564|B.1.1.519|2021-04-16	EPI_ISL_2039564	CA-CDC-ASC210073331	2021-04-16	North America	USA	California	2021.28767123288
USA|NJ-CDC-ASC210073352|EPI_ISL_2039574|B.1.1.519|2021-04-16	EPI_ISL_2039574	NJ-CDC-ASC210073352	2021-04-16	North America	USA	New Jersey	2021.28767123288
USA|IL-CDC-ASC210074479|EPI_ISL_2039707|B.1.1.519|2021-04-18	EPI_ISL_2039707	IL-CDC-ASC210074479	2021-04-18	North America	USA	Illinois	2021.29315068493
USA|MN-CDC-ASC210075605|EPI_ISL_2041608|B.1.1.519|2021-04-18	EPI_ISL_2041608	MN-CDC-ASC210075605	2021-04-18	North America	USA	Minnesota	2021.29315068493
USA|CA-CDC-ASC210035639|EPI_ISL_2041676|B.1.1.519|2021-04-27	EPI_ISL_2041676	CA-CDC-ASC210035639	2021-04-27	North America	USA	California	2021.31780821918
USA|CO-CDC-ASC210031148|EPI_ISL_2042099|B.1.1.519|2021-04-22	EPI_ISL_2042099	CO-CDC-ASC210031148	2021-04-22	North America	USA	Colorado	2021.30410958904
USA|OR-CDC-ASC210036258|EPI_ISL_2042703|B.1.1.519|2021-04-28	EPI_ISL_2042703	OR-CDC-ASC210036258	2021-04-28	North America	USA	Oregon	2021.32054794521
USA|WV-CDC-ASC210035733|EPI_ISL_2043385|B.1.1.519|2021-04-28	EPI_ISL_2043385	WV-CDC-ASC210035733	2021-04-28	North America	USA	West Virginia	2021.32054794521
USA|TX-CDC-FG-029903|EPI_ISL_2043569|B.1.1.519|2021-04-13	EPI_ISL_2043569	TX-CDC-FG-029903	2021-04-13	North America	USA	Texas	2021.27945205479
USA|CA-CDC-FG-031419|EPI_ISL_2043766|B.1.1.519|2021-05-04	EPI_ISL_2043766	CA-CDC-FG-031419	2021-05-04	North America	USA	California	2021.33698630137
USA|TX-CDC-FG-031719|EPI_ISL_2043851|B.1.1.519|2021-04-28	EPI_ISL_2043851	TX-CDC-FG-031719	2021-04-28	North America	USA	Texas	2021.32054794521
USA|WA-CDC-LC0056351|EPI_ISL_2046692|B.1.1.519|2021-05-01	EPI_ISL_2046692	WA-CDC-LC0056351	2021-05-01	North America	USA	Washington	2021.32876712329
USA|WA-CDC-LC0056437|EPI_ISL_2046694|B.1.1.519|2021-05-02	EPI_ISL_2046694	WA-CDC-LC0056437	2021-05-02	North America	USA	Washington	2021.33150684932
USA|TX-CDC-QDX24326166|EPI_ISL_2046876|B.1.1.519|2021-04-24	EPI_ISL_2046876	TX-CDC-QDX24326166	2021-04-24	North America	USA	Texas	2021.3095890411
USA|NJ-CDC-IBX682151724855|EPI_ISL_2047302|B.1.1.519|2021-04-05	EPI_ISL_2047302	NJ-CDC-IBX682151724855	2021-04-05	North America	USA	New Jersey	2021.25753424658
USA|MN-CDC-IBX658967100703|EPI_ISL_2047321|B.1.1.519|2021-04-08	EPI_ISL_2047321	MN-CDC-IBX658967100703	2021-04-08	North America	USA	Minnesota	2021.26575342466
USA|MN-CDC-IBX433216666731|EPI_ISL_2047438|B.1.1.519|2021-04-12	EPI_ISL_2047438	MN-CDC-IBX433216666731	2021-04-12	North America	USA	Minnesota	2021.27671232877
USA|MN-CDC-IBX566875560745|EPI_ISL_2047446|B.1.1.519|2021-04-11	EPI_ISL_2047446	MN-CDC-IBX566875560745	2021-04-11	North America	USA	Minnesota	2021.27397260274
USA|LA-BIE-114|EPI_ISL_2047879|B.1.1.519|2021-02-04	EPI_ISL_2047879	LA-BIE-114	2021-02-04	North America	USA	Louisiana	2021.09315068493
USA|LA-BIE-115|EPI_ISL_2047880|B.1.1.519|2021-02-02	EPI_ISL_2047880	LA-BIE-115	2021-02-02	North America	USA	Louisiana	2021.08767123288
USA|IL-IDPH-WLS-SV-000163|EPI_ISL_2080158|B.1.1.519|2021-03-31	EPI_ISL_2080158	IL-IDPH-WLS-SV-000163	2021-03-31	North America	USA	Illinois	2021.24383561644
USA|IL-SL-0000086-COO|EPI_ISL_2080178|B.1.1.519|2021-03-31	EPI_ISL_2080178	IL-SL-0000086-COO	2021-03-31	North America	USA	Illinois	2021.24383561644
Mexico|CMX-INMEGEN-04-07-198|EPI_ISL_2080630|B.1.1.519|2021-04-23	EPI_ISL_2080630	CMX-INMEGEN-04-07-198	2021-04-23	North America	Mexico	Mexico City	2021.30684931507
Mexico|CMX-INMEGEN-04-07-206|EPI_ISL_2080633|B.1.1.519|2021-04-23	EPI_ISL_2080633	CMX-INMEGEN-04-07-206	2021-04-23	North America	Mexico	Mexico City	2021.30684931507
Mexico|CMX-INMEGEN-04-07-215|EPI_ISL_2080637|B.1.1.519|2021-04-23	EPI_ISL_2080637	CMX-INMEGEN-04-07-215	2021-04-23	North America	Mexico	Mexico City	2021.30684931507
Mexico|CMX-INMEGEN-04-07-219|EPI_ISL_2080641|B.1.1.519|2021-04-23	EPI_ISL_2080641	CMX-INMEGEN-04-07-219	2021-04-23	North America	Mexico	Mexico City	2021.30684931507
Mexico|CMX-INMEGEN-04-07-237|EPI_ISL_2080653|B.1.1.519|2021-04-26	EPI_ISL_2080653	CMX-INMEGEN-04-07-237	2021-04-26	North America	Mexico	Mexico City	2021.31506849315
Mexico|CMX-INMEGEN-04-07-238|EPI_ISL_2080654|B.1.1.519|2021-04-26	EPI_ISL_2080654	CMX-INMEGEN-04-07-238	2021-04-26	North America	Mexico	Mexico City	2021.31506849315
Mexico|CMX-INMEGEN-04-07-247|EPI_ISL_2080662|B.1.1.519|2021-04-26	EPI_ISL_2080662	CMX-INMEGEN-04-07-247	2021-04-26	North America	Mexico	Mexico City	2021.31506849315
Mexico|CMX-INMEGEN-04-07-259|EPI_ISL_2080670|B.1.1.519|2021-04-26	EPI_ISL_2080670	CMX-INMEGEN-04-07-259	2021-04-26	North America	Mexico	Mexico City	2021.31506849315
Mexico|CMX-INMEGEN-04-07-263|EPI_ISL_2080673|B.1.1.519|2021-04-26	EPI_ISL_2080673	CMX-INMEGEN-04-07-263	2021-04-26	North America	Mexico	Mexico City	2021.31506849315
Mexico|CMX-INMEGEN-04-07-266|EPI_ISL_2080676|B.1.1.519|2021-04-27	EPI_ISL_2080676	CMX-INMEGEN-04-07-266	2021-04-27	North America	Mexico	Mexico City	2021.31780821918
Mexico|CMX-INMEGEN-04-07-268|EPI_ISL_2080677|B.1.1.519|2021-04-27	EPI_ISL_2080677	CMX-INMEGEN-04-07-268	2021-04-27	North America	Mexico	Mexico City	2021.31780821918
Mexico|CMX-INMEGEN-04-07-273|EPI_ISL_2080681|B.1.1.519|2021-04-27	EPI_ISL_2080681	CMX-INMEGEN-04-07-273	2021-04-27	North America	Mexico	Mexico City	2021.31780821918
Mexico|CMX-INMEGEN-04-06-13|EPI_ISL_1807329|B.1.1.519|2021-04-20	EPI_ISL_1807329	CMX-INMEGEN-04-06-13	2021-04-20	North America	Mexico	Mexico City	2021.29863013699
Mexico|CMX-INMEGEN-04-06-26|EPI_ISL_1807336|B.1.1.519|2021-04-21	EPI_ISL_1807336	CMX-INMEGEN-04-06-26	2021-04-21	North America	Mexico	Mexico City	2021.30136986301
Mexico|CMX-INMEGEN-04-06-31|EPI_ISL_1807340|B.1.1.519|2021-04-21	EPI_ISL_1807340	CMX-INMEGEN-04-06-31	2021-04-21	North America	Mexico	Mexico City	2021.30136986301
Mexico|CMX-INMEGEN-04-06-48|EPI_ISL_1807350|B.1.1.519|2021-04-22	EPI_ISL_1807350	CMX-INMEGEN-04-06-48	2021-04-22	North America	Mexico	Mexico City	2021.30410958904
Mexico|CMX-INMEGEN-InDRE-04-06-155|EPI_ISL_1810888|B.1.1.519|2021-04-15	EPI_ISL_1810888	CMX-INMEGEN-InDRE-04-06-155	2021-04-15	North America	Mexico	Mexico City	2021.28493150685
Mexico|MEX-INMEGEN-InDRE-04-06-173|EPI_ISL_1810906|B.1.1.519|2021-04-16	EPI_ISL_1810906	MEX-INMEGEN-InDRE-04-06-173	2021-04-16	North America	Mexico	State of Mexico	2021.28767123288
Mexico|CMX-INMEGEN-InDRE-04-06-183|EPI_ISL_1810916|B.1.1.519|2021-04-16	EPI_ISL_1810916	CMX-INMEGEN-InDRE-04-06-183	2021-04-16	North America	Mexico	Mexico City	2021.28767123288
Mexico|CMX-INMEGEN-InDRE-04-06-180|EPI_ISL_1810913|B.1.1.519|2021-04-17	EPI_ISL_1810913	CMX-INMEGEN-InDRE-04-06-180	2021-04-17	North America	Mexico	Mexico City	2021.2904109589
Mexico|MEX-INMEGEN-InDRE-04-06-186|EPI_ISL_1810919|B.1.1.519|2021-04-15	EPI_ISL_1810919	MEX-INMEGEN-InDRE-04-06-186	2021-04-15	North America	Mexico	State of Mexico	2021.28493150685
Mexico|PUE_IBT_IMSS_967|EPI_ISL_1811481|B.1.1.519|2021-04-05	EPI_ISL_1811481	PUE_IBT_IMSS_967	2021-04-05	North America	Mexico	Puebla	2021.25753424658
Mexico|PUE_IBT_IMSS_976|EPI_ISL_1811489|B.1.1.519|2021-04-05	EPI_ISL_1811489	PUE_IBT_IMSS_976	2021-04-05	North America	Mexico	Puebla	2021.25753424658
Mexico|PUE_IBT_IMSS_980|EPI_ISL_1811493|B.1.1.519|2021-03-30	EPI_ISL_1811493	PUE_IBT_IMSS_980	2021-03-30	North America	Mexico	Puebla	2021.24109589041
Mexico|PUE_IBT_IMSS_982|EPI_ISL_1811495|B.1.1.519|2021-03-29	EPI_ISL_1811495	PUE_IBT_IMSS_982	2021-03-29	North America	Mexico	Puebla	2021.23835616438
Mexico|PUE_IBT_IMSS_986|EPI_ISL_1811498|B.1.1.519|2021-04-05	EPI_ISL_1811498	PUE_IBT_IMSS_986	2021-04-05	North America	Mexico	Puebla	2021.25753424658
Mexico|CMX_IBT_IMSS_989|EPI_ISL_1811501|B.1.1.519|2021-04-07	EPI_ISL_1811501	CMX_IBT_IMSS_989	2021-04-07	North America	Mexico	Mexico City	2021.26301369863
Mexico|CMX_IBT_IMSS_991|EPI_ISL_1811503|B.1.1.519|2021-04-07	EPI_ISL_1811503	CMX_IBT_IMSS_991	2021-04-07	North America	Mexico	Mexico City	2021.26301369863
Mexico|MEX_IBT_IMSS_999|EPI_ISL_1811510|B.1.1.519|2021-04-08	EPI_ISL_1811510	MEX_IBT_IMSS_999	2021-04-08	North America	Mexico	State of Mexico	2021.26575342466
Mexico|MEX_IBT_IMSS_1003|EPI_ISL_1811512|B.1.1.519|2021-04-09	EPI_ISL_1811512	MEX_IBT_IMSS_1003	2021-04-09	North America	Mexico	State of Mexico	2021.26849315068
Mexico|MEX_IBT_IMSS_1006|EPI_ISL_1811514|B.1.1.519|2021-04-06	EPI_ISL_1811514	MEX_IBT_IMSS_1006	2021-04-06	North America	Mexico	State of Mexico	2021.2602739726
Mexico|MEX_IBT_IMSS_1007|EPI_ISL_1811515|B.1.1.519|2021-04-08	EPI_ISL_1811515	MEX_IBT_IMSS_1007	2021-04-08	North America	Mexico	State of Mexico	2021.26575342466
Mexico|MEX_IBT_IMSS_1008|EPI_ISL_1811516|B.1.1.519|2021-04-08	EPI_ISL_1811516	MEX_IBT_IMSS_1008	2021-04-08	North America	Mexico	State of Mexico	2021.26575342466
Mexico|MEX_IBT_IMSS_1117|EPI_ISL_1811459|B.1.1.519|2021-04-06	EPI_ISL_1811459	MEX_IBT_IMSS_1117	2021-04-06	North America	Mexico	State of Mexico	2021.2602739726
Mexico|CMX_IBT_IMSS_955|EPI_ISL_1811470|B.1.1.519|2021-04-06	EPI_ISL_1811470	CMX_IBT_IMSS_955	2021-04-06	North America	Mexico	Mexico City	2021.2602739726
Mexico|HID_IBT_IMSS_956|EPI_ISL_1811471|B.1.1.519|2021-04-06	EPI_ISL_1811471	HID_IBT_IMSS_956	2021-04-06	North America	Mexico	Hidalgo	2021.2602739726
Mexico|HID_IBT_IMSS_958|EPI_ISL_1811473|B.1.1.519|2021-04-06	EPI_ISL_1811473	HID_IBT_IMSS_958	2021-04-06	North America	Mexico	Hidalgo	2021.2602739726
Mexico|PUE_IBT_IMSS_1102|EPI_ISL_1811445|B.1.1.519|2021-04-04	EPI_ISL_1811445	PUE_IBT_IMSS_1102	2021-04-04	North America	Mexico	Puebla	2021.25479452055
Mexico|PUE_IBT_IMSS_1105|EPI_ISL_1811448|B.1.1.519|2021-04-05	EPI_ISL_1811448	PUE_IBT_IMSS_1105	2021-04-05	North America	Mexico	Puebla	2021.25753424658
Mexico|MEX_IBT_IMSS_1128|EPI_ISL_1811468|B.1.1.519|2021-04-07	EPI_ISL_1811468	MEX_IBT_IMSS_1128	2021-04-07	North America	Mexico	State of Mexico	2021.26301369863
Mexico|MEX_IBT_IMSS_954|EPI_ISL_1811469|B.1.1.519|2021-04-06	EPI_ISL_1811469	MEX_IBT_IMSS_954	2021-04-06	North America	Mexico	State of Mexico	2021.2602739726
Mexico|PUE_IBT_IMSS_1033|EPI_ISL_1811538|B.1.1.519|2021-04-09	EPI_ISL_1811538	PUE_IBT_IMSS_1033	2021-04-09	North America	Mexico	Puebla	2021.26849315068
Mexico|VER_IBT_IMSS_1013|EPI_ISL_1811520|B.1.1.519|2021-04-05	EPI_ISL_1811520	VER_IBT_IMSS_1013	2021-04-05	North America	Mexico	Veracruz	2021.25753424658
Mexico|MEX_IBT_IMSS_1021|EPI_ISL_1811527|B.1.1.519|2021-04-10	EPI_ISL_1811527	MEX_IBT_IMSS_1021	2021-04-10	North America	Mexico	State of Mexico	2021.27123287671
Mexico|PUE_IBT_IMSS_1029|EPI_ISL_1811534|B.1.1.519|2021-04-10	EPI_ISL_1811534	PUE_IBT_IMSS_1029	2021-04-10	North America	Mexico	Puebla	2021.27123287671
USA|CA-SEARCH-14748|EPI_ISL_1811760|B.1.1.519|2021-02-13	EPI_ISL_1811760	CA-SEARCH-14748	2021-02-13	North America	USA	California	2021.11780821918
USA|CA-SEARCH-11576|EPI_ISL_1816184|B.1.1.519|2021-02-13	EPI_ISL_1816184	CA-SEARCH-11576	2021-02-13	North America	USA	California	2021.11780821918
USA|MN-CDC-IBX962196939122|EPI_ISL_2014307|B.1.1.519|2021-04-11	EPI_ISL_2014307	MN-CDC-IBX962196939122	2021-04-11	North America	USA	Minnesota	2021.27397260274
USA|MN-CDC-IBX006907426550|EPI_ISL_1818582|B.1.1.519|2021-04-12	EPI_ISL_1818582	MN-CDC-IBX006907426550	2021-04-12	North America	USA	Minnesota	2021.27671232877
Mexico|GUA-InDRE_FB13062_S1533|EPI_ISL_1821108|B.1.1.519|2021-04-05	EPI_ISL_1821108	GUA-InDRE_FB13062_S1533	2021-04-05	North America	Mexico	Guanajuato	2021.25753424658
Mexico|CHH-InDRE_FB12873_S1528|EPI_ISL_1821103|B.1.1.519|2021-04-03	EPI_ISL_1821103	CHH-InDRE_FB12873_S1528	2021-04-03	North America	Mexico	Chihuahua	2021.25205479452
Mexico|BCS-InDRE_FB12888_S1530|EPI_ISL_1821105|B.1.1.519|2021-04-03	EPI_ISL_1821105	BCS-InDRE_FB12888_S1530	2021-04-03	North America	Mexico	Baja California Sur	2021.25205479452
Mexico|CMX-InDRE_FB12939_S1531|EPI_ISL_1821106|B.1.1.519|2021-04-01	EPI_ISL_1821106	CMX-InDRE_FB12939_S1531	2021-04-01	North America	Mexico	Mexico City	2021.24657534247
Mexico|NLE-InDRE_FB13079_S1537|EPI_ISL_1821112|B.1.1.519|2021-04-06	EPI_ISL_1821112	NLE-InDRE_FB13079_S1537	2021-04-06	North America	Mexico	Nuevo Leon	2021.2602739726
Mexico|JAL-InDRE_FB13121_S1557|EPI_ISL_1821130|B.1.1.519|2021-04-08	EPI_ISL_1821130	JAL-InDRE_FB13121_S1557	2021-04-08	North America	Mexico	Jalisco	2021.26575342466
Mexico|JAL-InDRE_FB13122_S1558|EPI_ISL_1821131|B.1.1.519|2021-04-11	EPI_ISL_1821131	JAL-InDRE_FB13122_S1558	2021-04-11	North America	Mexico	Jalisco	2021.27397260274
Mexico|QUE-InDRE_FB13128_S1561|EPI_ISL_1821134|B.1.1.519|2021-04-06	EPI_ISL_1821134	QUE-InDRE_FB13128_S1561	2021-04-06	North America	Mexico	Queretaro	2021.2602739726
Mexico|QUE-InDRE_FB13141_S1564|EPI_ISL_1821136|B.1.1.519|2021-04-09	EPI_ISL_1821136	QUE-InDRE_FB13141_S1564	2021-04-09	North America	Mexico	Queretaro	2021.26849315068
Mexico|YUC-InDRE_FB13182_S1581|EPI_ISL_1821153|B.1.1.519|2021-04-12	EPI_ISL_1821153	YUC-InDRE_FB13182_S1581	2021-04-12	North America	Mexico	Yucatán	2021.27671232877
